phase,matrix,variable,x_label,x_value,component,component_index,lambda,factor_value,plotted_value,y_label
FCC,A,Co,x_Co,0.11,r=5,5,0.9999999999997851,0.19998317613742492,0.19998317613738192,λ·A
FCC,A,Co,x_Co,0.12,r=5,5,0.9999999999997851,0.21805309661468802,0.21805309661464115,λ·A
FCC,A,Co,x_Co,0.13,r=5,5,0.9999999999997851,0.23674294858878103,0.23674294858873016,λ·A
FCC,A,Co,x_Co,0.14,r=5,5,0.9999999999997851,0.22190521036463712,0.22190521036458943,λ·A
FCC,A,Co,x_Co,0.15,r=5,5,0.9999999999997851,0.08270796763185821,0.08270796763184043,λ·A
FCC,A,Co,x_Co,0.16,r=5,5,0.9999999999997851,-0.03222633410806557,-0.03222633410805865,λ·A
FCC,A,Co,x_Co,0.17,r=5,5,0.9999999999997851,-0.028582803416892177,-0.028582803416886033,λ·A
FCC,A,Co,x_Co,0.18,r=5,5,0.9999999999997851,0.012857856594453966,0.012857856594451203,λ·A
FCC,A,Co,x_Co,0.19,r=5,5,0.9999999999997851,-0.059002217340930446,-0.05900221734091776,λ·A
FCC,A,Co,x_Co,0.2,r=5,5,0.9999999999997851,-0.14045748256265253,-0.14045748256262233,λ·A
FCC,A,Co,x_Co,0.21,r=5,5,0.9999999999997851,-0.20672696494948026,-0.20672696494943582,λ·A
FCC,A,Co,x_Co,0.22,r=5,5,0.9999999999997851,-0.14502388457462928,-0.1450238845745981,λ·A
FCC,A,Co,x_Co,0.23,r=5,5,0.9999999999997851,-0.10281741231574996,-0.10281741231572787,λ·A
FCC,A,Co,x_Co,0.24,r=5,5,0.9999999999997851,-0.15422572949843355,-0.1542257294984004,λ·A
FCC,A,Co,x_Co,0.25,r=5,5,0.9999999999997851,-0.23278075278390342,-0.23278075278385338,λ·A
FCC,A,Co,x_Co,0.26,r=5,5,0.9999999999997851,-0.27435238474364615,-0.2743523847435872,λ·A
FCC,A,Co,x_Co,0.27,r=5,5,0.9999999999997851,-0.15775312975059852,-0.1577531297505646,λ·A
FCC,A,Co,x_Co,0.28,r=5,5,0.9999999999997851,-0.11838817291834641,-0.11838817291832096,λ·A
FCC,A,Co,x_Co,0.29,r=5,5,0.9999999999997851,-0.12219817353291483,-0.12219817353288856,λ·A
FCC,A,Co,x_Co,0.3,r=5,5,0.9999999999997851,-0.10437977010433892,-0.10437977010431648,λ·A
FCC,A,Co,x_Co,0.31,r=5,5,0.9999999999997851,-0.12991598702785123,-0.1299159870278233,λ·A
FCC,A,Co,x_Co,0.32,r=5,5,0.9999999999997851,-0.062222229584956545,-0.062222229584943174,λ·A
FCC,A,Co,x_Co,0.33,r=5,5,0.9999999999997851,-0.00998367620414762,-0.009983676204145473,λ·A
FCC,A,Co,x_Co,0.34,r=5,5,0.9999999999997851,-0.09609190186714363,-0.09609190186712298,λ·A
FCC,A,Co,x_Co,0.35,r=5,5,0.9999999999997851,-0.11061337042954057,-0.1106133704295168,λ·A
FCC,A,Co,x_Co,0.36,r=5,5,0.9999999999997851,-0.03842116868943038,-0.03842116868942212,λ·A
FCC,A,Co,x_Co,0.37,r=5,5,0.9999999999997851,0.05857050182947247,0.05857050182945988,λ·A
FCC,A,Co,x_Co,0.38,r=5,5,0.9999999999997851,0.09799419383636755,0.09799419383634649,λ·A
FCC,A,Co,x_Co,0.39,r=5,5,0.9999999999997851,-0.0008179655099228686,-0.0008179655099226928,λ·A
FCC,A,Co,x_Co,0.4,r=5,5,0.9999999999997851,-0.08604686017489578,-0.08604686017487728,λ·A
FCC,A,Co,x_Co,0.01,r=6,6,0.9999999999997041,0.22707156110649082,0.22707156110642363,λ·A
FCC,A,Co,x_Co,0.02,r=6,6,0.9999999999997041,0.18750127630324062,0.18750127630318514,λ·A
FCC,A,Co,x_Co,0.03,r=6,6,0.9999999999997041,0.02992530612630791,0.029925306126299057,λ·A
FCC,A,Co,x_Co,0.04,r=6,6,0.9999999999997041,-0.077915541903718,-0.07791554190369494,λ·A
